Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
12726,12727,18,1,2,8.16,2,2,2,3,1,3,2,1,2,3,2,3,3,1,3,"6,7,3",5,8,11,24.48,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
12727,12728,18,1,5,8.7,2,1,2,3,3,1,3,2,1,1,2,1,3,1,2,"4,2,3",1,3,3,26.099999999999998,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
12728,12729,17,1,2,7.18,3,3,4,2,2,1,3,1,3,2,2,1,3,3,1,"1,1,7",1,3,3,21.54,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12729,12730,19,1,2,7.79,2,4,4,1,2,2,2,2,1,3,3,3,3,1,2,"1,1,4",1,3,3,23.37,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
12730,12731,19,1,2,7.4,5,2,4,4,2,1,2,2,2,3,1,3,3,1,1,"1,4,2",2,1,4,22.200000000000003,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp"
12731,12732,17,2,1,8.17,3,1,4,1,2,2,2,1,2,3,3,3,1,3,3,"8,3,7",1,3,3,24.509999999999998,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
12732,12733,16,2,5,7.61,3,5,2,1,1,2,2,2,2,3,1,3,1,1,1,"5,3,4",11,2,6,22.830000000000002,"Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
12733,12734,16,1,5,8.1,2,1,3,4,1,1,3,3,1,2,1,3,2,1,1,"3,2,1",4,8,5,24.299999999999997,Học viện phụ nữ Việt Nam
12734,12735,16,2,3,8.52,3,4,2,4,2,1,1,1,3,3,3,3,3,3,1,"6,1,3",22,4,10,25.56,
12735,12736,19,2,2,7.98,1,1,4,1,2,1,3,2,2,2,1,2,1,3,3,"5,7,1",1,3,3,23.94,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
12736,12737,19,1,5,7.58,4,5,4,3,3,1,2,1,1,3,1,2,3,3,1,"1,2,1",8,5,1,22.740000000000002,"Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12737,12738,18,2,2,9.08,5,4,4,2,3,1,2,3,3,1,3,2,3,2,2,"2,4,1",5,8,11,27.240000000000002,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM)"
12738,12739,19,2,5,9.16,2,1,5,1,1,2,3,1,3,1,3,2,3,2,1,"5,2,7",5,8,11,27.48,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM)"
12739,12740,18,2,2,8.15,1,4,4,4,3,1,3,1,2,3,2,2,3,1,2,"8,2,7",2,1,4,24.450000000000003,
12740,12741,18,2,4,9.22,1,3,3,1,1,1,3,1,1,1,2,2,3,2,2,"6,1,5",5,8,11,27.660000000000004,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương"
12741,12742,18,1,3,9.36,4,3,3,1,3,1,2,3,2,1,3,1,2,3,3,"6,3,7",11,2,6,28.08,
12742,12743,16,1,1,8.55,3,2,5,2,2,2,3,3,2,3,1,2,3,2,1,"3,5,1",15,5,12,25.650000000000002,
12743,12744,18,1,4,8.63,4,5,1,1,3,3,3,3,3,2,3,3,1,1,1,"8,2,1",3,1,2,25.89,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
12744,12745,19,2,1,7.79,3,3,5,2,3,1,2,2,1,1,3,3,1,3,1,"6,1,5",1,3,3,23.37,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
12745,12746,18,2,1,7.35,1,3,2,4,1,3,2,2,3,2,3,1,3,1,3,"8,7,2",5,8,11,22.049999999999997,"Đại học Quốc gia Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Điện lực, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Tài chính - Marketing, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Cần Thơ"
12746,12747,19,1,3,8.02,3,4,3,5,2,2,2,1,1,1,2,1,2,3,1,"4,7,6",22,4,10,24.06,
12747,12748,17,1,3,8.72,3,2,5,2,1,1,1,2,1,1,2,3,3,3,2,"1,5,7",3,1,2,26.160000000000004,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
12748,12749,18,2,1,9.38,3,2,4,5,1,3,1,2,2,1,1,1,3,2,2,"3,4,6",22,4,10,28.14,
12749,12750,19,1,1,9.43,5,4,1,2,3,2,2,2,2,3,2,3,1,3,3,"1,1,8",21,6,7,28.29,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam"
12750,12751,17,2,5,8.14,2,2,5,3,3,1,2,2,1,1,1,3,3,3,3,"7,6,5",1,3,3,24.42,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
12751,12752,18,1,1,9.05,4,4,4,3,1,1,1,1,3,3,1,3,3,3,2,"4,6,2",2,1,4,27.150000000000002,
12752,12753,16,2,1,7.57,4,4,1,5,3,1,1,3,3,1,2,3,2,1,2,"6,8,1",1,3,3,22.71,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12753,12754,16,2,3,8.09,2,1,3,1,1,2,3,3,2,2,1,2,1,2,2,"8,3,5",10,2,2,24.27,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
12754,12755,19,1,2,7.69,2,4,4,2,2,2,2,2,2,1,2,3,1,1,2,"3,1,4",10,2,2,23.07,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
12755,12756,19,2,4,7.02,5,4,3,5,1,2,3,3,3,1,1,3,3,1,2,"7,4,5",6,4,5,21.06,"Học viện Nông nghiệp Việt Nam, Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12756,12757,18,1,3,8.4,4,4,4,2,3,3,2,3,3,1,1,3,1,3,2,"5,2,1",10,2,2,25.200000000000003,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM"
12757,12758,19,2,3,7.38,1,2,4,1,2,1,3,1,3,2,3,1,1,3,3,"1,1,7",8,5,1,22.14,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
12758,12759,16,2,5,9.47,2,4,2,2,1,2,2,3,3,2,2,1,1,1,3,"3,8,4",4,8,5,28.410000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân"
12759,12760,18,2,5,7.93,1,3,2,3,1,1,3,1,3,1,1,1,2,1,1,"8,1,4",9,8,1,23.79,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Quốc tế - ĐH Quốc gia TP.HCM"
12760,12761,19,2,3,8.63,1,5,5,2,1,1,1,2,3,3,3,1,3,3,1,"8,2,5",1,3,3,25.89,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
12761,12762,17,2,3,7.54,5,4,1,4,3,2,2,3,3,2,1,2,2,2,1,"5,8,6",8,5,1,22.62,"Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12762,12763,18,2,5,7.5,3,5,5,2,1,3,3,1,1,1,1,2,2,2,2,"3,4,6",3,1,2,22.5,"Trường Đại học Mỏ - Địa chất, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM"
12763,12764,19,2,1,7.89,1,4,4,2,2,3,2,1,1,3,2,2,1,2,3,"7,3,1",16,5,9,23.669999999999998,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Tây Nguyên, Trường Đại học Y khoa Vinh, Đại học Y Dược Cần Thơ, Đại học Cần Thơ"
12764,12765,18,2,2,9.14,4,5,3,1,1,1,2,2,1,2,1,2,1,2,1,"1,4,5",1,3,3,27.42,Trường Đại học Mỹ thuật Việt Nam
12765,12766,17,1,1,9.13,2,4,2,3,1,2,3,3,2,3,3,2,3,1,1,"1,7,6",4,8,5,27.39,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội"
12766,12767,19,1,4,8.36,1,5,3,5,1,1,2,2,1,1,1,3,2,2,2,"6,7,1",4,8,5,25.08,"Học viện Công nghệ Bưu chính Viễn thông, Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM"
12767,12768,18,2,4,7.01,1,5,4,2,2,1,2,3,1,2,3,2,3,1,1,"4,1,2",6,4,5,21.03,"Học viện Nông nghiệp Việt Nam, Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12768,12769,18,2,4,7.16,1,5,5,3,2,2,3,2,2,2,1,2,2,2,2,"8,5,2",4,8,5,21.48,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
12769,12770,19,1,4,8.16,1,4,1,1,1,1,2,1,1,3,3,1,2,1,3,"5,7,4",1,3,3,24.48,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
12770,12771,19,1,5,7.82,2,3,1,4,1,1,2,3,3,2,2,3,3,1,3,"8,7,5",5,8,11,23.46,"Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Mở Thành phố Hồ Chí Minh, Đại học Việt - Đức"
12771,12772,16,1,5,7.31,1,3,2,1,1,3,3,1,3,3,2,2,3,2,3,"3,4,1",5,8,11,21.93,"Đại học Quốc gia Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Văn Lang, Đại học Cần Thơ"
12772,12773,17,2,1,9.09,3,4,3,2,2,1,3,2,2,1,3,1,2,3,1,"5,7,3",1,3,3,27.27,Trường Đại học Mỹ thuật Việt Nam
12773,12774,19,2,3,9.23,4,5,4,5,2,2,2,2,1,3,3,2,2,2,1,"4,1,7",2,1,4,27.69,
12774,12775,19,1,1,8.09,3,1,1,3,2,1,2,1,1,3,3,2,3,3,2,"1,4,1",2,1,4,24.27,
12775,12776,17,2,5,8.39,2,2,1,3,3,2,2,1,3,1,2,2,1,2,2,"1,6,8",11,2,6,25.17,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh"
12776,12777,17,1,2,8.52,4,4,4,1,1,3,3,3,1,2,1,3,1,2,1,"1,4,7",21,6,7,25.56,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh"
12777,12778,16,1,3,7.04,1,3,3,2,2,3,1,2,1,1,2,3,3,1,1,"1,5,8",8,5,1,21.12,
12778,12779,19,2,5,7.54,4,2,5,1,2,2,1,2,3,1,2,3,1,3,2,"1,5,2",6,4,5,22.62,"Đại học Quốc gia Hà Nội, Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
12779,12780,16,2,4,8.25,4,4,2,2,1,1,3,3,3,2,2,3,1,2,2,"1,2,5",1,3,3,24.75,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
12780,12781,18,1,3,8.85,4,5,2,1,1,2,2,3,3,1,2,1,2,3,1,"8,2,1",18,3,8,26.549999999999997,
12781,12782,17,1,1,9.11,2,3,3,1,1,3,3,1,2,2,2,2,2,2,1,"8,6,5",3,1,2,27.33,Học viện Ngoại giao
12782,12783,17,2,2,9.36,1,2,3,3,1,1,3,3,1,2,1,2,1,2,2,"6,4,8",18,3,8,28.08,
12783,12784,17,2,1,9.15,1,1,1,1,1,2,2,2,1,2,2,3,2,2,3,"2,1,8",21,6,7,27.450000000000003,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Vinh"
12784,12785,18,1,1,7.65,3,2,2,3,1,3,1,2,1,3,3,3,2,1,2,"7,5,2",1,3,3,22.950000000000003,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12785,12786,18,1,1,7.2,3,2,3,5,2,3,1,3,1,3,1,1,1,3,3,"5,4,3",8,5,1,21.6,
12786,12787,19,2,4,7.06,4,4,3,3,2,1,1,1,3,2,2,3,1,2,3,"4,5,1",5,8,11,21.18,"Đại học Quốc gia Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Văn Lang, Đại học Cần Thơ"
12787,12788,17,1,4,7.42,3,1,1,5,1,1,1,2,1,2,3,2,3,3,2,"1,8,1",2,1,4,22.259999999999998,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12788,12789,18,2,1,8.14,4,2,4,5,3,2,1,2,2,2,1,1,3,2,3,"2,4,1",18,3,8,24.42,
12789,12790,16,2,4,7.65,4,5,1,2,1,2,1,1,1,2,1,2,3,1,3,"4,7,1",10,2,2,22.950000000000003,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
12790,12791,17,2,2,8.61,3,2,2,2,1,1,1,3,1,1,2,1,3,1,2,"3,5,8",21,6,7,25.83,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Tây Nguyên, Trường Đại học Vinh"
12791,12792,16,2,1,7.9,3,1,3,4,3,1,3,3,2,3,3,3,2,3,2,"6,8,4",4,8,5,23.700000000000003,"Học viện phụ nữ Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
12792,12793,16,2,1,9.35,4,4,2,4,3,3,1,3,2,2,1,3,3,1,1,"2,7,5",3,1,2,28.049999999999997,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Ngoại Thương"
12793,12794,18,1,4,7.24,5,1,3,5,3,1,2,2,3,2,2,3,2,2,3,"3,6,4",1,3,3,21.72,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12794,12795,16,1,5,7.7,4,3,5,1,2,2,3,3,1,3,1,3,2,1,2,"2,4,6",6,4,5,23.1,"Đại học Quốc gia Hà Nội, Học viện Báo chí và Tuyên truyền, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12795,12796,19,1,5,8.64,5,5,3,3,2,3,1,2,3,2,3,1,3,1,1,"8,7,6",18,3,8,25.92,
12796,12797,18,2,4,8.61,3,1,1,5,2,2,2,3,1,2,1,1,1,1,2,"4,5,6",2,1,4,25.83,
12797,12798,17,1,1,7.19,4,4,1,3,1,3,2,1,2,1,3,1,3,2,3,"1,8,3",10,2,2,21.57,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Điện lực, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Cần Thơ"
12798,12799,18,1,1,9.12,1,1,1,2,2,3,1,1,2,1,1,3,1,1,2,"6,1,1",3,1,2,27.36,Học viện Ngoại giao
