,Id,Age,Gender,Departments,Score,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,,
11854,11855,19,1,1,14.16,7.08,2,3,1,2,1,1,3,1,2,3,1,2,3,3,1,"1,7,3",4,8,5,,
11855,11856,17,1,3,18.26,9.13,1,5,2,1,2,1,3,2,3,3,1,2,1,1,3,"7,8,5",1,3,3,,
11856,11857,19,2,5,17.5,8.75,2,5,1,2,3,3,3,1,2,2,2,2,1,2,2,"4,5,7",2,1,4,,
11857,11858,18,1,5,15.66,7.83,2,2,1,1,1,2,2,1,2,2,3,1,2,1,2,"3,8,2",8,5,1,,
11858,11859,19,2,2,16.16,8.08,4,2,3,4,2,2,1,2,2,1,1,1,2,3,1,"8,6,3",11,2,6,,
11859,11860,18,2,3,16.54,8.27,4,1,3,5,2,2,1,1,3,1,1,1,1,2,2,"8,1,5",2,1,4,,
11860,11861,16,2,2,18.24,9.12,4,4,4,3,1,2,2,1,2,1,3,2,1,1,3,"1,7,3",4,8,5,,
11861,11862,18,1,3,16.64,8.32,5,5,1,5,2,2,3,3,1,1,1,3,1,2,1,"4,3,5",11,2,6,,
11862,11863,18,2,1,17.72,8.86,1,2,4,1,3,2,2,3,2,1,1,1,2,2,2,"5,1,6",5,8,11,,
11863,11864,16,2,5,18.12,9.06,2,2,2,5,3,2,2,2,2,2,1,1,1,3,2,"8,3,2",11,2,6,,
11864,11865,18,1,1,18.26,9.13,1,3,5,2,3,3,3,2,1,3,2,3,3,2,1,"3,1,1",3,1,2,,
11865,11866,18,1,3,15.1,7.55,4,3,4,2,2,2,3,2,2,3,1,1,2,3,3,"1,4,7",8,5,1,,
11866,11867,19,2,4,15.42,7.71,2,5,1,4,2,3,3,2,2,3,1,1,3,1,2,"5,1,4",1,3,3,,
11867,11868,16,2,5,15.6,7.8,3,1,4,5,1,1,1,3,3,2,3,2,1,1,3,"3,2,5",1,3,3,,
11868,11869,16,1,3,14.28,7.14,2,1,4,5,1,2,2,2,3,1,2,2,3,1,3,"1,5,7",4,8,5,,
11869,11870,19,2,3,17.9,8.95,3,4,4,4,3,2,1,2,1,2,2,1,2,2,2,"2,5,7",5,8,11,,
11870,11871,18,1,1,17.48,8.74,5,1,4,1,2,3,1,1,1,3,1,2,1,3,2,"4,6,7",2,1,4,,
11871,11872,16,2,1,15.78,7.89,5,5,2,4,1,2,3,3,2,3,1,2,2,1,2,"6,2,1",15,5,12,,
11872,11873,19,1,1,18.58,9.29,4,2,4,2,1,3,1,1,1,1,1,3,3,1,3,"5,8,7",11,2,6,,
11873,11874,17,2,1,16.26,8.13,4,5,4,1,2,2,2,3,2,1,3,1,3,2,2,"5,4,6",6,4,5,,
11874,11875,19,2,2,15.16,7.58,5,4,5,3,3,3,2,2,1,2,3,3,2,1,2,"1,5,1",18,3,8,,
11875,11876,19,1,5,16.12,8.06,1,3,2,1,3,1,3,1,1,2,2,2,3,3,3,"3,7,8",5,8,11,,
11876,11877,17,1,4,16.3,8.15,5,2,3,5,1,3,3,2,3,1,3,3,1,3,2,"1,3,5",11,2,6,,
11877,11878,17,2,4,15.04,7.52,5,4,4,2,3,1,2,3,1,3,1,2,3,3,2,"6,5,1",1,3,3,,
11878,11879,18,2,4,17.64,8.82,5,1,4,1,3,3,1,2,3,2,1,1,2,2,3,"2,7,5",10,2,2,,
11879,11880,19,2,3,18.92,9.46,1,1,1,1,1,3,1,3,3,2,1,3,1,2,1,"1,5,1",8,5,1,,
11880,11881,18,2,5,16.02,8.01,4,5,5,3,1,3,1,3,1,3,3,3,3,2,1,"5,1,2",1,3,3,,
11881,11882,18,1,2,18.54,9.27,2,3,2,4,2,3,1,3,1,3,2,2,2,1,3,"4,5,1",22,4,10,,
11882,11883,17,1,2,14.68,7.34,1,1,1,5,3,2,3,1,1,1,1,1,1,1,2,"3,2,7",21,6,7,,
11883,11884,19,1,5,17.7,8.85,3,2,1,1,2,3,3,2,1,1,2,1,3,3,3,"8,4,2",2,1,4,,
11884,11885,18,2,1,16.88,8.44,3,3,5,5,1,3,2,2,2,2,3,2,1,3,1,"1,2,8",2,1,4,,
11885,11886,16,2,1,18.7,9.35,4,5,1,2,1,2,3,3,1,3,2,3,2,3,3,"6,1,1",3,1,2,,
11886,11887,17,1,1,15.2,7.6,3,3,4,1,2,2,3,2,3,2,2,2,3,2,1,"1,4,3",5,8,11,,
11887,11888,17,1,1,17.46,8.73,4,3,4,2,3,3,2,2,3,1,3,2,1,1,1,"6,4,5",15,5,12,,
11888,11889,17,1,5,14.06,7.03,1,4,3,2,1,1,2,2,1,1,2,3,1,2,3,"1,5,3",5,8,11,,
11889,11890,19,2,4,15.58,7.79,4,4,3,3,2,1,3,3,3,1,1,3,1,3,1,"1,7,3",1,3,3,,
11890,11891,18,1,1,16.74,8.37,3,3,3,1,2,3,1,1,1,3,1,2,1,3,1,"4,1,1",4,8,5,,
11891,11892,17,2,5,18.28,9.14,1,1,1,3,1,2,3,3,1,1,2,3,3,3,1,"2,7,6",3,1,2,,
11892,11893,18,2,1,15.08,7.54,3,1,3,5,2,3,3,1,1,1,2,3,1,3,1,"5,4,6",4,8,5,,
11893,11894,16,1,1,14.22,7.11,1,1,4,4,2,3,1,3,1,1,1,3,3,2,3,"4,6,3",15,5,12,,
11894,11895,18,2,2,16.92,8.46,1,2,5,4,1,3,3,2,2,2,2,1,3,1,1,"6,1,7",2,1,4,,
11895,11896,16,2,1,17.88,8.94,2,2,2,2,1,1,3,3,2,2,1,3,2,3,3,"3,4,8",2,1,4,,
11896,11897,16,2,4,15.48,7.74,3,2,3,1,3,2,2,3,3,1,3,2,3,1,1,"6,4,2",10,2,2,,
11897,11898,18,1,1,17.8,8.9,5,5,3,4,2,1,2,2,1,2,1,1,2,1,2,"3,2,7",2,1,4,,
11898,11899,19,2,5,17.84,8.92,1,1,4,1,1,2,3,2,2,2,1,2,1,1,3,"4,8,6",3,1,2,,
11899,11900,18,2,3,16.58,8.29,5,5,2,3,1,2,1,1,3,1,2,1,2,2,2,"6,7,5",22,4,10,,
11900,11901,18,1,5,14.46,7.23,3,5,3,5,2,1,1,3,3,3,3,1,1,2,2,"1,3,8",1,3,3,,
11901,11902,17,2,5,17.3,8.65,1,4,5,2,3,3,1,2,2,1,1,2,3,3,1,"4,3,1",8,5,1,,
11902,11903,18,2,1,14.94,7.47,1,3,4,4,2,1,2,1,3,1,3,2,3,2,3,"5,8,4",8,5,1,,
11903,11904,18,1,2,17.32,8.66,1,4,3,3,2,3,3,2,1,3,2,2,2,1,1,"8,1,2",1,3,3,,
11904,11905,16,1,1,14.54,7.27,3,3,2,2,3,2,3,1,1,1,2,1,3,3,3,"6,1,4",3,1,2,,
11905,11906,18,2,5,17.22,8.61,2,5,3,5,1,3,1,2,1,2,1,2,1,3,3,"1,4,2",5,8,11,,
11906,11907,17,2,4,15.78,7.89,1,1,3,5,1,2,1,2,1,1,3,3,1,2,1,"2,1,7",2,1,4,,
11907,11908,16,2,2,16.76,8.38,3,5,3,3,1,3,2,2,1,2,2,2,3,1,1,"1,1,5",5,8,11,,
11908,11909,17,1,3,17.74,8.87,5,3,2,5,1,3,2,2,1,2,1,3,3,1,2,"6,1,8",2,1,4,,
11909,11910,18,1,5,14.86,7.43,3,2,1,1,2,2,3,2,2,1,3,3,1,2,1,"6,8,2",6,4,5,,
11910,11911,19,2,5,15.56,7.78,2,5,3,5,2,3,1,3,3,1,3,2,2,1,3,"8,1,1",15,5,12,,
11911,11912,17,2,1,16.8,8.4,4,1,4,3,3,2,1,2,2,2,1,2,1,1,1,"1,6,2",22,4,10,,
11912,11913,16,2,1,16.24,8.12,5,3,2,4,1,2,1,3,2,3,2,3,1,2,2,"5,4,1",3,1,2,,
11913,11914,19,1,2,14.58,7.29,2,2,3,4,2,2,2,3,2,1,2,2,2,3,1,"8,7,4",1,3,3,,
11914,11915,18,2,3,17.08,8.54,2,3,4,4,2,2,3,1,2,2,2,2,3,1,1,"1,6,5",3,1,2,,
11915,11916,17,1,2,15.62,7.81,2,3,1,4,1,2,3,2,1,3,1,3,3,2,1,"5,8,3",4,8,5,,
11916,11917,16,2,5,17.44,8.72,5,1,1,2,1,2,2,1,1,3,1,3,3,1,3,"4,1,3",4,8,5,,
11917,11918,17,2,1,18.14,9.07,1,4,5,5,3,3,2,2,2,2,3,1,3,3,3,"3,1,6",10,2,2,,
11918,11919,16,1,1,17.16,8.58,2,4,3,4,2,2,1,2,1,3,3,1,3,1,2,"6,5,1",1,3,3,,
11919,11920,17,2,5,14.16,7.08,1,5,4,2,1,3,3,3,2,3,3,2,2,3,3,"3,5,1",22,4,10,,
11920,11921,18,1,1,18.82,9.41,3,5,4,5,1,1,1,3,1,2,1,2,3,1,1,"8,4,1",5,8,11,,
11921,11922,17,1,2,16.2,8.1,1,5,1,4,2,1,3,2,3,1,3,3,2,2,2,"6,3,2",10,2,2,,
11922,11923,19,1,1,17.32,8.66,3,2,3,5,3,1,3,1,1,1,1,2,3,1,2,"8,7,3",3,1,2,,
11923,11924,19,1,3,14.12,7.06,1,1,1,3,1,2,1,2,2,2,3,1,2,3,3,"5,4,3",9,8,1,,
11924,11925,18,1,3,14.26,7.13,4,2,1,4,1,1,3,1,1,1,3,3,1,2,3,"7,5,8",21,6,7,,
11925,11926,16,1,1,15.08,7.54,4,5,2,3,2,3,2,2,3,2,2,3,2,1,3,"1,1,8",1,3,3,,
11926,11927,17,1,1,15.8,7.9,3,2,4,2,1,3,2,3,3,3,1,1,2,2,2,"1,6,2",4,8,5,,
11927,11928,19,1,1,17.3,8.65,4,3,4,5,1,3,2,1,1,1,1,1,2,3,2,"6,1,3",4,8,5,,
11928,11929,18,1,3,14.32,7.16,5,1,1,4,3,2,1,2,3,2,2,1,1,2,3,"4,3,2",10,2,2,,
11929,11930,17,1,4,14.46,7.23,3,2,2,1,1,2,3,2,3,2,2,2,2,3,1,"6,8,2",21,6,7,,
11930,11931,18,2,1,16.76,8.38,2,1,4,4,2,1,2,2,2,3,2,1,3,3,2,"2,8,5",1,3,3,,
11931,11932,18,2,3,15.26,7.63,2,4,2,4,2,3,3,1,3,2,2,2,2,2,1,"2,5,4",4,8,5,,
11932,11933,17,1,1,15.62,7.81,4,5,4,2,3,1,2,2,1,3,2,3,1,3,3,"4,6,1",18,3,8,,
11933,11934,18,1,2,17.28,8.64,2,3,2,1,2,1,2,3,3,3,1,1,2,3,3,"2,7,1",5,8,11,,
11934,11935,18,1,1,14.24,7.12,4,3,5,4,1,1,1,1,3,3,2,2,3,2,3,"7,3,8",1,3,3,,
11935,11936,19,1,4,15.04,7.52,3,4,2,4,3,2,1,2,1,1,3,1,2,2,3,"1,1,2",16,5,9,,
11936,11937,18,2,5,18.08,9.04,3,4,2,4,3,1,3,3,1,1,2,2,2,1,2,"5,3,8",5,8,11,,
11937,11938,16,1,1,18.26,9.13,2,5,1,5,2,2,2,3,3,3,1,2,2,3,3,"4,3,2",5,8,11,,
11938,11939,19,2,4,16.88,8.44,4,3,5,1,2,3,3,2,2,3,2,2,1,1,2,"3,7,4",2,1,4,,
11939,11940,16,1,1,16.78,8.39,1,1,3,3,1,3,2,1,3,2,3,1,3,3,2,"1,6,3",11,2,6,,
11940,11941,16,2,4,17.72,8.86,2,5,3,5,1,1,2,3,2,3,1,1,3,3,3,"5,4,8",1,3,3,,
11941,11942,18,2,1,17.6,8.8,3,4,1,3,1,3,2,3,2,3,3,1,1,3,3,"7,3,8",18,3,8,,
11942,11943,18,2,3,17.32,8.66,5,2,3,3,2,3,2,1,3,2,3,3,3,1,2,"8,1,3",3,1,2,,
11943,11944,19,1,1,18.02,9.01,5,2,5,4,1,1,3,3,1,1,1,3,3,2,1,"2,7,3",1,3,3,,
11944,11945,19,2,5,14.84,7.42,2,4,5,5,3,3,3,2,1,1,2,2,2,2,1,"3,8,4",1,3,3,,
11945,11946,17,1,1,16.66,8.33,3,2,5,1,2,1,1,2,2,1,2,1,1,3,2,"4,8,5",1,3,3,,
11946,11947,17,2,2,14.76,7.38,5,1,3,5,1,3,2,2,1,1,1,1,3,2,2,"7,1,6",11,2,6,,
11947,11948,16,2,1,16.82,8.41,3,3,1,3,3,1,2,1,1,2,1,2,2,2,1,"6,7,4",1,3,3,,
11948,11949,17,1,5,14.56,7.28,4,4,5,3,3,1,1,2,2,3,1,3,1,1,2,"1,7,6",2,1,4,,
11949,11950,18,1,2,14.14,7.07,1,5,4,5,3,1,1,3,2,1,1,3,1,1,1,"4,6,7",2,1,4,,
11950,11951,16,2,5,16.16,8.08,4,1,1,4,1,3,1,3,1,3,2,2,3,1,1,"8,5,3",5,8,11,,
11951,11952,17,2,1,15.68,7.84,2,2,4,5,1,1,3,3,3,1,1,3,3,1,2,"8,7,6",1,3,3,,
11952,11953,16,2,5,16.92,8.46,4,3,1,2,3,3,2,1,2,3,2,1,2,1,3,"8,7,5",1,3,3,,
11953,11954,19,1,5,15.06,7.53,2,1,1,5,2,3,1,2,1,1,2,1,2,3,2,"6,1,3",3,1,2,,
11954,11955,17,2,1,17.96,8.98,4,4,2,3,1,2,1,1,1,2,2,1,3,3,2,"1,8,2",3,1,2,,
11955,11956,17,2,5,18.86,9.43,5,1,3,4,3,1,3,2,2,3,2,3,2,1,3,"2,3,4",2,1,4,,
11956,11957,18,1,3,14.36,7.18,2,1,2,4,1,3,1,2,2,3,2,2,3,2,1,"1,8,1",1,3,3,,
11957,11958,16,1,4,15.32,7.66,4,2,4,5,2,1,3,2,2,1,1,3,1,1,2,"2,8,5",16,5,9,,
11958,11959,19,2,2,14.5,7.25,2,5,3,5,2,2,1,2,1,1,3,1,3,3,1,"8,3,4",10,2,2,,
11959,11960,17,2,2,18.72,9.36,3,3,2,1,3,3,3,2,3,2,2,2,2,3,3,"5,6,1",16,5,9,,
11960,11961,16,2,3,17.26,8.63,3,1,3,4,2,2,1,3,2,3,1,1,1,2,1,"2,4,1",16,5,9,,
11961,11962,18,1,5,15.04,7.52,5,4,1,2,2,1,3,1,2,1,3,1,1,2,3,"7,8,1",1,3,3,,
11962,11963,19,2,1,17.9,8.95,4,4,1,2,1,2,2,1,2,2,1,1,1,3,3,"7,6,4",8,5,1,,
11963,11964,18,2,1,16.82,8.41,4,3,5,4,1,2,2,3,3,1,1,1,2,1,1,"6,3,8",6,4,5,,
11964,11965,16,1,1,14.76,7.38,2,3,3,2,2,3,3,1,3,1,1,1,1,3,2,"7,2,5",4,8,5,,
11965,11966,16,2,1,18.88,9.44,2,4,3,4,1,1,3,3,2,2,1,3,2,2,3,"3,6,1",1,3,3,,
11966,11967,18,2,4,15.26,7.63,2,4,2,1,1,3,3,1,2,2,1,1,1,3,1,"4,1,5",2,1,4,,
11967,11968,18,2,2,17,8.5,2,1,1,1,3,1,1,3,2,3,1,1,2,1,1,"7,1,6",1,3,3,,
11968,11969,17,2,1,17.66,8.83,5,4,3,2,2,2,2,2,3,1,2,3,2,3,1,"3,1,8",10,2,2,,
11969,11970,18,1,4,15.58,7.79,2,2,2,1,3,2,3,3,3,3,1,3,2,3,3,"4,6,1",4,8,5,,
11970,11971,16,2,3,16.38,8.19,5,5,2,1,3,1,1,3,1,1,3,1,1,2,1,"2,1,1",4,8,5,,
11971,11972,16,2,2,15.86,7.93,4,1,5,1,3,1,3,2,3,3,1,3,1,3,1,"8,7,1",21,6,7,,
11972,11973,18,1,4,17.56,8.78,1,2,2,2,3,3,1,1,1,2,2,2,2,2,2,"4,7,6",2,1,4,,
11973,11974,19,1,1,16.02,8.01,4,3,4,1,1,1,3,3,2,1,2,1,2,2,3,"2,4,3",5,8,11,,
11974,11975,16,2,3,15.42,7.71,4,1,2,1,1,3,3,3,2,1,1,2,1,2,2,"8,2,6",10,2,2,,
11975,11976,17,1,2,15.92,7.96,2,4,2,5,3,2,2,1,2,2,3,1,1,3,2,"2,1,6",21,6,7,,
11976,11977,16,2,5,16.56,8.28,1,5,5,5,1,1,3,3,1,3,3,1,2,2,1,"3,5,1",6,4,5,,
11977,11978,19,2,1,16.84,8.42,5,4,2,1,2,2,1,3,3,2,1,2,1,2,1,"1,6,3",3,1,2,,
11978,11979,16,2,3,16.68,8.34,3,3,2,2,3,2,1,2,2,1,3,2,1,2,1,"7,6,8",21,6,7,,
11979,11980,19,2,1,16.64,8.32,4,3,5,5,2,3,2,3,1,1,2,1,1,3,3,"7,3,1",1,3,3,,
11980,11981,19,1,5,17.02,8.51,5,4,1,5,2,1,1,2,3,1,1,2,2,2,2,"1,7,1",16,5,9,,
11981,11982,18,1,3,14.98,7.49,5,3,2,4,2,3,1,1,3,3,2,1,2,3,1,"6,7,1",1,3,3,,
11982,11983,16,1,2,16.56,8.28,1,1,2,5,1,2,1,2,3,2,1,3,1,1,1,"5,4,2",1,3,3,,
11983,11984,19,1,1,14.14,7.07,3,1,2,1,2,1,3,2,3,3,2,3,3,3,2,"7,3,1",4,8,5,,
11984,11985,18,1,3,16.4,8.2,1,3,4,3,2,3,3,1,3,1,1,3,3,2,1,"4,5,3",4,8,5,,
11985,11986,16,1,2,14.68,7.34,4,2,5,1,3,1,3,2,1,1,2,1,1,2,2,"1,8,4",5,8,11,,
11986,11987,17,2,5,16.76,8.38,1,1,2,2,3,2,2,2,1,2,1,3,2,3,3,"8,4,1",1,3,3,,
11987,11988,16,2,1,16.5,8.25,5,5,1,1,2,1,2,2,3,1,1,1,3,1,3,"1,1,4",4,8,5,,
11988,11989,19,1,1,18.4,9.2,2,4,3,5,1,1,1,3,3,1,3,3,3,3,1,"8,3,5",2,1,4,,
11989,11990,17,1,2,15.64,7.82,1,4,4,3,1,1,1,2,2,2,1,3,3,2,2,"5,2,7",1,3,3,,
11990,11991,17,1,1,18.02,9.01,1,4,5,4,3,2,1,1,1,2,3,3,2,2,3,"5,3,1",21,6,7,,
11991,11992,17,2,4,17.52,8.76,5,4,3,2,3,1,1,1,2,3,3,1,1,1,1,"5,6,1",2,1,4,,
11992,11993,19,1,2,14.8,7.4,3,4,3,3,2,1,1,1,3,1,1,2,2,2,3,"1,2,5",10,2,2,,
11993,11994,16,2,2,17.06,8.53,3,2,3,3,1,1,3,1,1,2,1,1,1,1,3,"6,3,7",6,4,5,,
11994,11995,18,1,2,14.02,7.01,3,3,5,2,1,3,2,1,3,2,2,3,2,2,3,"1,3,4",3,1,2,,
11995,11996,19,2,4,14.68,7.34,3,5,4,2,1,2,1,2,2,3,1,1,2,2,3,"5,1,1",2,1,4,,
11996,11997,16,1,1,16.14,8.07,5,4,4,5,1,3,2,3,3,1,3,3,3,2,3,"5,7,8",10,2,2,,
11997,11998,17,2,4,15.54,7.77,4,2,2,2,2,3,1,3,2,2,3,2,3,3,1,"8,4,1",6,4,5,,
11998,11999,18,2,3,14.82,7.41,5,1,1,5,3,1,3,2,1,2,3,3,3,3,1,"4,8,6",2,1,4,,
11999,12000,19,2,1,14.18,7.09,3,3,1,5,1,1,3,1,1,1,2,2,2,3,3,"7,3,1",2,1,4,,
12000,12001,19,1,1,14.42,7.21,3,2,2,5,3,2,1,1,1,1,2,2,2,2,3,"2,6,1",10,2,2,,
12001,12002,17,2,4,16.58,8.29,5,4,2,5,1,2,2,2,1,3,3,3,1,1,3,"1,8,7",1,3,3,,
12002,12003,19,1,5,17.44,8.72,1,5,3,4,2,3,2,1,2,2,1,1,2,1,1,"7,6,1",8,5,1,,
12003,12004,16,1,1,14.86,7.43,4,1,2,4,2,1,3,1,1,1,1,1,3,2,1,"4,6,8",4,8,5,,
12004,12005,19,1,1,18.36,9.18,5,2,1,4,1,2,1,1,3,3,1,3,1,1,1,"8,2,1",1,3,3,,
12005,12006,19,1,4,16.92,8.46,4,3,3,4,3,3,1,2,2,3,3,1,3,1,3,"1,1,7",1,3,3,,
12006,12007,18,1,5,18.68,9.34,2,5,1,1,3,1,3,3,2,1,3,1,2,2,2,"8,2,3",15,5,12,,
12007,12008,17,2,1,18.98,9.49,3,3,5,3,2,2,1,1,2,3,3,3,1,1,1,"1,5,4",2,1,4,,
12008,12009,18,2,2,16.64,8.32,3,5,2,1,3,1,1,2,3,1,2,3,3,3,2,"7,4,1",2,1,4,,
12009,12010,17,2,5,16.94,8.47,4,4,3,1,1,1,2,2,1,3,2,1,1,3,3,"7,1,8",21,6,7,,
12010,12011,19,1,1,18.98,9.49,3,4,4,3,3,2,1,2,3,2,3,3,1,2,3,"5,6,1",21,6,7,,
12011,12012,18,1,1,18.62,9.31,5,4,5,4,3,3,3,3,1,1,2,2,3,3,2,"8,3,6",9,8,1,,
12012,12013,16,2,5,18.2,9.1,1,1,2,2,3,2,3,3,3,3,2,3,2,2,3,"1,4,6",1,3,3,,
12013,12014,16,2,2,16.78,8.39,3,5,2,3,1,2,3,2,3,1,1,3,3,3,1,"7,1,6",6,4,5,,
12014,12015,19,1,4,16.02,8.01,4,2,1,1,2,2,2,1,3,1,2,2,1,3,3,"1,5,3",2,1,4,,
12015,12016,19,2,2,16.68,8.34,2,2,4,3,2,2,3,2,3,3,2,2,3,2,3,"1,2,4",2,1,4,,
12016,12017,19,2,3,14.88,7.44,1,4,2,1,3,2,3,3,1,1,3,3,2,1,2,"7,8,1",2,1,4,,
12017,12018,19,2,1,16.38,8.19,2,5,5,4,1,1,2,2,3,1,2,3,3,1,3,"7,1,6",2,1,4,,
12018,12019,17,1,5,16.92,8.46,2,5,4,3,2,3,2,1,1,3,2,3,2,2,1,"2,8,5",18,3,8,,
12019,12020,18,1,2,16.22,8.11,5,2,4,2,3,2,1,3,2,2,2,2,2,1,3,"6,4,2",8,5,1,,
12020,12021,19,1,3,18.72,9.36,5,3,3,3,3,2,1,2,3,2,2,3,2,3,2,"8,2,4",6,4,5,,
12021,12022,18,1,3,18.4,9.2,1,5,3,5,2,2,2,2,3,2,2,3,3,3,2,"6,8,4",15,5,12,,
12022,12023,16,1,1,15.36,7.68,2,2,1,3,1,2,1,2,2,2,3,2,3,2,1,"4,3,2",2,1,4,,
12023,12024,17,1,4,18.08,9.04,3,2,5,1,2,1,3,1,3,2,3,2,2,3,3,"4,2,8",9,8,1,,
12024,12025,16,2,1,18.28,9.14,5,1,4,5,3,1,2,1,3,1,3,2,2,2,3,"3,1,1",2,1,4,,
12025,12026,17,1,1,14.84,7.42,5,1,3,5,3,3,3,2,1,1,1,3,2,1,3,"7,3,4",1,3,3,,
12026,12027,18,2,2,18.16,9.08,5,4,4,4,1,1,2,2,1,3,3,1,1,1,3,"7,2,8",1,3,3,,
12027,12028,17,2,5,14.44,7.22,5,2,2,3,2,1,3,2,3,2,3,3,2,3,3,"8,4,1",3,1,2,,
12028,12029,19,2,2,18.94,9.47,5,5,3,1,1,3,2,3,2,1,2,1,2,1,3,"1,6,1",1,3,3,,
12029,12030,17,1,3,17.34,8.67,4,4,5,3,1,2,3,3,1,3,3,1,1,2,3,"6,8,5",2,1,4,,
12030,12031,17,2,5,14.54,7.27,1,2,3,4,2,2,1,1,1,1,1,1,3,3,3,"5,3,1",8,5,1,,
12031,12032,17,1,5,16.76,8.38,4,1,5,2,3,3,2,1,2,1,2,1,2,1,1,"1,5,2",3,1,2,,
12032,12033,17,1,4,16.12,8.06,5,4,1,5,1,2,3,2,1,2,2,2,3,2,3,"1,6,1",22,4,10,,
12033,12034,17,2,1,17.66,8.83,2,5,4,1,1,2,3,3,3,1,2,2,1,3,2,"6,7,5",8,5,1,,
12034,12035,19,2,3,16.46,8.23,3,2,2,3,2,2,2,3,1,3,3,3,2,2,3,"2,7,4",11,2,6,,
12035,12036,16,2,2,15.06,7.53,2,2,1,4,2,2,2,2,2,2,2,3,2,1,1,"1,2,5",22,4,10,,
12036,12037,16,1,4,16.22,8.11,3,1,5,4,2,1,1,2,1,1,1,1,3,1,2,"1,6,3",21,6,7,,
12037,12038,19,1,3,18.54,9.27,4,3,1,1,2,2,1,1,1,3,3,3,3,2,1,"1,4,5",18,3,8,,
12038,12039,16,2,5,15.36,7.68,4,1,3,5,3,2,2,2,2,2,1,3,3,3,1,"6,5,8",5,8,11,,
12039,12040,19,1,5,16.3,8.15,5,1,4,1,1,3,1,2,3,1,1,2,3,2,1,"5,7,1",18,3,8,,
12040,12041,17,2,1,14.28,7.14,1,2,5,2,1,1,1,3,1,3,2,2,3,3,2,"3,6,8",4,8,5,,
12041,12042,19,2,5,14.66,7.33,4,2,2,5,2,3,3,3,1,2,1,2,2,2,3,"2,1,1",22,4,10,,
12042,12043,19,1,1,17.36,8.68,3,4,5,5,1,1,1,2,1,2,2,2,3,2,3,"7,6,1",1,3,3,,
12043,12044,16,2,1,18.34,9.17,1,2,5,5,1,1,2,1,1,2,2,1,1,1,1,"2,4,5",5,8,11,,
12044,12045,19,1,3,18.8,9.4,5,2,4,3,2,1,3,1,1,1,1,3,3,2,1,"7,1,6",4,8,5,,
12045,12046,18,1,5,18.06,9.03,4,3,5,1,1,1,3,2,1,1,2,3,1,3,1,"1,5,1",1,3,3,,
12046,12047,16,2,1,14.72,7.36,4,2,2,5,1,1,3,1,2,2,1,3,3,2,2,"3,8,6",1,3,3,,
12047,12048,19,2,5,16.42,8.21,3,4,2,1,3,3,1,2,3,1,3,1,2,1,2,"5,4,1",18,3,8,,
12048,12049,16,1,5,14.56,7.28,5,4,4,3,1,1,3,1,3,3,3,3,1,1,1,"3,7,5",5,8,11,,
12049,12050,18,1,5,18.34,9.17,3,3,2,4,3,1,1,3,1,1,2,3,1,3,3,"3,6,5",2,1,4,,
12050,12051,18,1,1,15.58,7.79,4,2,3,5,1,2,2,1,2,2,1,3,3,3,1,"5,6,1",1,3,3,,
12051,12052,17,2,3,16.18,8.09,1,3,1,3,3,1,2,3,1,2,1,2,1,3,3,"7,4,8",3,1,2,,
12052,12053,17,2,3,15.1,7.55,2,1,3,1,2,3,3,3,2,1,2,3,1,3,1,"6,8,4",18,3,8,,
12053,12054,18,1,4,18.22,9.11,3,2,3,5,3,1,3,3,2,2,2,3,2,3,2,"1,6,8",5,8,11,,
12054,12055,18,2,5,18.14,9.07,5,3,5,1,3,3,3,3,1,1,2,2,2,2,2,"8,1,1",2,1,4,,
12055,12056,18,2,1,16.02,8.01,1,2,3,5,2,1,2,1,1,1,1,2,2,1,3,"5,7,1",11,2,6,,
12056,12057,18,2,5,17.84,8.92,1,2,2,4,2,2,2,3,3,1,1,1,3,3,2,"7,2,1",6,4,5,,
12057,12058,19,1,4,17.7,8.85,5,5,2,2,1,2,1,1,3,2,2,1,1,1,2,"3,1,5",1,3,3,,
12058,12059,16,2,4,17.92,8.96,5,5,4,3,3,1,2,3,2,2,1,3,3,3,1,"1,5,1",3,1,2,,
12059,12060,17,1,3,17.76,8.88,4,4,2,1,1,3,2,1,1,3,3,3,2,2,2,"8,1,5",9,8,1,,
12060,12061,19,1,1,14.08,7.04,3,5,5,5,3,1,1,1,1,2,1,1,3,3,1,"6,7,1",22,4,10,,
12061,12062,16,2,4,14.02,7.01,5,1,3,2,2,2,3,2,2,2,2,1,2,2,2,"8,1,6",22,4,10,,
12062,12063,19,1,1,17.86,8.93,3,4,3,2,3,3,3,2,3,1,3,1,3,3,3,"3,6,7",2,1,4,,
12063,12064,17,1,3,14.46,7.23,5,2,5,4,2,2,1,1,1,3,1,3,1,1,2,"8,2,6",6,4,5,,
12064,12065,17,1,5,14.08,7.04,1,3,1,3,1,1,2,1,2,2,1,2,1,2,3,"1,4,8",9,8,1,,
12065,12066,17,2,5,17.68,8.84,4,3,5,2,3,3,3,2,1,1,3,2,2,1,1,"3,1,7",4,8,5,,
